created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
Fri Apr 22 22:17:05 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",The 10-year yield is telling us that there's a high risk of something 'breaking' in the system #gold #silver… https://t.co/RHtZ5K27Xk,0.16,0.5399999999999999,en,12179,43.0,davideiacovozzi,18,55,,"[{'text': 'gold', 'indices': [116, 121]}, {'text': 'silver', 'indices': [122, 129]}, {'text': 'crypto', 'indices': [130, 137]}]",['axelmeyerko'],
Fri Apr 22 13:44:53 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","German 10y mortgage rate went from 0,8% to 2,50% 👇 Can you hear the sound of German real estate bubble bursting? https://t.co/HidoiOkmaK",0.15,0.175,en,12179,32.0,davideiacovozzi,18,55,,[],['JoanaCotar'],
Fri Apr 22 06:10:34 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",When? https://t.co/kO2FfHKaZg,0.0,0.0666666666666666,en,12179,26.0,davideiacovozzi,18,55,False,[],['MichaelAArouet'],
Thu Apr 21 17:22:09 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","The 30-year mortgage rate in the US rises to 5.11%, its highest level since 2010. Last year it hit an all-time low… https://t.co/acqYJLDaXI",-0.4,0.4,en,12179,213.0,davideiacovozzi,18,55,,[],['goldseek'],
Thu Apr 21 10:32:26 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Rates rise until something breaks … is anything broken yet? https://t.co/brNJeK3WTb,-0.1,0.55,en,12179,417.0,davideiacovozzi,18,55,False,[],['charliebilello'],
Tue Apr 19 10:59:33 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Buying opportunities like this only occur every few years.  #bonds https://t.co/cyTVKNXkZD,0.4,0.6375,en,12179,162.0,davideiacovozzi,18,55,False,"[{'text': 'bonds', 'indices': [78, 84]}]",['biancoresearch'],
Tue Apr 19 10:58:15 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Welcome to September 2018.

Bond markets testing what risk assets and the private sector can handle.

Until they ca… https://t.co/MDd5DKfW1V",0.0,0.0,en,12179,45.0,davideiacovozzi,18,55,,[],['LanceRoberts'],
Mon Apr 18 09:31:42 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","The horse thinks one thing, and he that saddles him another.",0.48828125,0.25,en,12179,4.0,davideiacovozzi,18,55,,[],['MacroAlf'],
Sun Apr 17 22:04:00 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Global growth optimism at all time lows! 

We should raise rates 8 to 9 more times and see what happens !!! https://t.co/2jQoQctrQJ",0.45,0.75,en,12179,4.0,davideiacovozzi,18,55,,[],['BotBenFranklin'],
Sun Apr 17 18:21:46 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","This is the most important chart in the world for the demand outlook... 

Demand is softening even before the Fed r… https://t.co/HEW1lNjt9g",0.25,0.5,en,12179,176.0,davideiacovozzi,18,55,,[],['Galactic_Trader'],
Sat Apr 16 05:16:20 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Annual mortgage payments in the US are now 35% higher than at the peak of the 2006 bubble… https://t.co/trUIZC7o5u,0.3366071428571429,0.5089285714285714,en,12179,1181.0,davideiacovozzi,18,55,False,[],['AndreasSteno'],
Fri Apr 15 18:37:57 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","The most important chart in global macro right now! 🙀

Mind the gap! https://t.co/rz4T4qTWKV",0.0,0.1,en,12179,308.0,davideiacovozzi,18,55,False,[],['WallStreetSilv'],
Fri Apr 15 18:11:20 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JAPANIFICATION OF YIELDS GONE?

The Japanification thesis actually suggests that a bit of life will be blown into t… https://t.co/G2Njv5uV5E",0.175,0.3666666666666667,en,12179,8.0,davideiacovozzi,18,55,,[],['AndreasSteno'],
Thu Apr 14 14:50:01 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ECB's Lagarde: #ECB will complete asset purchases first, hike some time thereafter. ""Some time after"" can be anytim… https://t.co/DCylJNjwW5",0.0,0.5,en,12179,136.0,davideiacovozzi,18,55,,"[{'text': 'ECB', 'indices': [36, 40]}]",['AndreasSteno'],
Wed Apr 13 14:08:57 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Another reason #deflation is a larger problem going forward. 
#Inventories have been ramping up, but #NewOrders are… https://t.co/ferttlS8Id",0.0477777777777777,0.2855555555555556,en,12179,17.0,davideiacovozzi,18,55,,"[{'text': 'deflation', 'indices': [33, 43]}, {'text': 'Inventories', 'indices': [80, 92]}, {'text': 'NewOrders', 'indices': [119, 129]}]",['Schuldensuehner'],
Wed Apr 13 14:02:43 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","30-year mortgage rates above 5%, highest since 2010.

The Fed wants to cool down demand, and slowing down the housi… https://t.co/c8XSfXrVFv",0.3999999999999999,0.5,en,12179,290.0,davideiacovozzi,18,55,,[],['LanceRoberts'],
Wed Apr 13 12:04:30 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Good example why #deflation is coming. 
Fitch says #oil prices will hover near $100/bbl, which means #gas and… https://t.co/o4Kg1ftKoQ",-0.0625,0.6875,en,12179,6.0,davideiacovozzi,18,55,,"[{'text': 'deflation', 'indices': [35, 45]}, {'text': 'oil', 'indices': [69, 73]}, {'text': 'gas', 'indices': [119, 123]}, {'text': 'energy', 'indices': [128, 135]}]",['MacroAlf'],
Tue Apr 12 11:50:05 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","The set up is here.

If silver were to follow other commodities, it would imply a massive appreciation from current… https://t.co/Ahk6EAge6F",0.0,0.0,en,12179,202.0,davideiacovozzi,18,55,,[],['TaviCosta'],
Tue Apr 12 11:47:57 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BREAKING!

10-year Treasury yields broke another imaginary line drawn on a random time scale…

…on a log chart!

Th… https://t.co/UlARuIRfFo",0.0,0.0,en,12179,162.0,davideiacovozzi,18,55,,[],['MacroAlf'],
Sun Apr 10 18:38:35 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","250 years of productivity growth data.

The post-WWII pickup seems rather a one-off episode, while long-term produc… https://t.co/ifhLwJVoCv",0.5,1.0,en,12179,66.0,davideiacovozzi,18,55,,[],['MacroAlf'],
Sat Apr 09 10:31:14 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.1,0.6285714285714286,en,12179,,davideiacovozzi,18,55,False,"[{'text': 'AlfredHenryLewis', 'indices': [58, 75]}]",['JackPScott'],
Fri Apr 08 23:30:38 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","10-year yields and ""events""
Not if, when. https://t.co/jq8ghnewmT",-0.45,0.55,en,12179,1296.0,davideiacovozzi,18,55,False,[],['AlecStapp'],
Fri Apr 08 10:49:46 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Stunning fact:

In Japan, the price of housing hasn't increased in 25 years. https://t.co/2rre206ysV",0.0,0.0,en,12179,3433.0,davideiacovozzi,18,55,False,[],['goodwisepeople'],
Thu Apr 07 06:08:30 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","In 46 years of trading I have been absolutely astonished by a simple fact regardless of the asset/asset class

The… https://t.co/THvEAfr9FZ",-0.4,0.4,en,12179,1.0,davideiacovozzi,18,55,,[],['GregCrennan'],
Wed Apr 06 19:26:38 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Since the 80's every time consumer sentiment was this depressing, FED has been forced to cut rates in order to stim… https://t.co/hHnXcrheVl",0.5,0.5,en,12179,25.0,davideiacovozzi,18,55,,[],['MacroAlf'],
Wed Apr 06 12:06:10 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,-0.0722222222222222,0.2111111111111111,en,12179,,davideiacovozzi,18,55,False,"[{'text': 'MarkSpitznagel', 'indices': [25, 40]}, {'text': 'contrarian', 'indices': [44, 55]}, {'text': 'investing', 'indices': [56, 66]}]",['MFHoz'],
Wed Apr 06 10:55:55 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nothing lasts longer than a temporary government program.

-Ronald Reagan",0.0,0.0,en,12179,2.0,davideiacovozzi,18,55,,[],['beernbravery'],
Wed Apr 06 05:57:42 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","10 year bond has inverted with the 30 year bond! 

#bonds https://t.co/uQdmw2nEIj",0.0,0.0,en,12179,6.0,davideiacovozzi,18,55,False,"[{'text': 'bonds', 'indices': [68, 74]}]",['mikepsilva'],
Wed Apr 06 05:41:02 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MBS bonds hit the lowest level since 2009

Crashing https://t.co/gUB8CILOW3",0.0,0.0,en,12179,358.0,davideiacovozzi,18,55,False,[],['goodwisepeople'],
Wed Apr 06 05:36:49 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","US Financial assets' market value = 6.3x GDP

Holy crap. https://t.co/WUI5wB3sKJ",0.5,0.5,en,12179,561.0,davideiacovozzi,18,55,False,[],"['goodwisepeople', 'dmuthuk']",
Tue Apr 05 19:59:07 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Fastest rise in the 30Y MORTGAGE RATE in history.

Housing market about to implode. https://t.co/v66d9W5Phj",0.0,0.0,en,12179,570.0,davideiacovozzi,18,55,False,[],"['goodwisepeople', 'dmuthuk']",
Tue Apr 05 10:37:15 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Emmett’s Law:

The dread of doing a task uses up more time and energy than doing the task itself.",0.0166666666666666,0.1333333333333333,en,12179,12.0,davideiacovozzi,18,55,,[],"['LanceRoberts', 'ISABELNET_SA']",
Tue Apr 05 06:01:47 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",The black line is the 10-2 Spread. When it's above the horizontal line that means the curve is Inverted. Grey shade… https://t.co/8T9AaA64uK,0.0,0.0,en,12179,54.0,davideiacovozzi,18,55,,[],['LanceRoberts'],
Tue Apr 05 05:51:25 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Everything we hear is an opinion, not a fact. 

Everything we see is a perspective, not the truth.

-Marcus Aurelius",0.0,0.0,en,12179,5.0,davideiacovozzi,18,55,,[],['AndreasSteno'],
Mon Apr 04 20:11:30 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Everyone predicts.

No one knows.

@dmuthuk",0.2,0.2333333333333333,en,12179,1.0,davideiacovozzi,18,55,,[],"['goodwisepeople', 'naval']",
Mon Apr 04 20:08:58 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Some perspective of the #illusion of #markets via the wonder of #financial #interventions.
h/t @ISABELNET_SA https://t.co/suQTy8veCT",0.0,0.0,en,12179,32.0,davideiacovozzi,18,55,,"[{'text': 'illusion', 'indices': [42, 51]}, {'text': 'markets', 'indices': [55, 63]}, {'text': 'financial', 'indices': [82, 92]}, {'text': 'interventions', 'indices': [93, 107]}]","['goodwisepeople', 'naval']",
Mon Apr 04 19:39:32 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Revisiting #RussellNapiers work on #Anatomy of a #BearMarket. We review some of his most salient points and annotat… https://t.co/3dasWv7y09,0.0,0.6666666666666666,en,12179,4.0,davideiacovozzi,18,55,,"[{'text': 'RussellNapiers', 'indices': [29, 44]}, {'text': 'Anatomy', 'indices': [53, 61]}, {'text': 'BearMarket', 'indices': [67, 78]}]",['Johnmcdonough79'],
Mon Apr 04 17:13:12 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",The global canary in the coal mine https://t.co/s24ywkf0ck,0.0,0.125,en,12179,215.0,davideiacovozzi,18,55,False,[],['YogiBerra_bot'],
Mon Apr 04 12:11:46 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@naval The truth is like a lion; 

you don’t have to defend it. 

Let it loose; it will defend itself.

-Augustine… https://t.co/Gyv0Hsgpvs",0.875,0.1,en,12179,2.0,davideiacovozzi,18,55,,[],['AndreasSteno'],
Sun Apr 03 10:38:19 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""Spending money to show people how much money you have is the fastest way to have less money."" 

- The Psychology of Money",0.15,0.6,en,12179,533.0,davideiacovozzi,18,55,,[],['WallStreetSilv'],
Fri Apr 01 22:51:09 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",In theory there is no difference between theory and practice. In practice there is. #yogiberra,0.4181818181818181,0.5272727272727273,en,12179,4.0,davideiacovozzi,18,55,,"[{'text': 'yogiberra', 'indices': [103, 113]}]",['GovRonDeSantis'],
Fri Apr 01 22:38:36 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","If the 10yr Treasury yield breaks this trendline to the upside it means............

Nothing at all https://t.co/ZUdKWbQJTx",0.0,0.1,en,12179,23.0,davideiacovozzi,18,55,,[],['JackPosobiec'],
Fri Apr 01 15:11:47 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","The yield curve is starting to invert pointing to US economic troubles ahead ... 

Video over time ... (sound optio… https://t.co/lGR8S1aRZy",0.2857142857142857,0.5357142857142857,en,12179,86.0,davideiacovozzi,18,55,,[],['catturd2'],
Fri Apr 22 22:32:03 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,31511,,MercuryReports,9254,9422,False,[],['elonmusk'],All Over America
Fri Apr 22 22:16:55 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,-0.5,0.5,en,31511,,MercuryReports,9254,9422,False,[],['MercuryReports'],All Over America
Fri Apr 22 07:15:28 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,31511,,MercuryReports,9254,9422,False,[],['MercuryReports'],All Over America
Fri Apr 22 07:11:18 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,31511,,MercuryReports,9254,9422,False,[],['JackPosobiec'],All Over America
Fri Apr 22 07:07:13 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Democrats … “Make evil big corporations pay their fair share !!!”

Ron DeSantis … “We just passed a bill to make Di… https://t.co/uQZ1K7ATfM",0.0,0.0,en,31511,5465.0,MercuryReports,9254,9422,,[],['tedcruz'],All Over America
Thu Apr 21 22:22:02 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,31511,,MercuryReports,9254,9422,False,[],['MrAndyNgo'],All Over America
Thu Apr 21 22:07:20 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,31511,,MercuryReports,9254,9422,False,[],"['johnrobertsFox', 'GregAbbott_TX']",All Over America
Thu Apr 21 22:03:12 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Believe in the future,0.5,1.0,en,31511,19142.0,MercuryReports,9254,9422,,[],"['johnrobertsFox', 'GregAbbott_TX']",All Over America
Thu Apr 21 22:02:45 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","If our twitter bid succeeds, we will defeat the spam bots or die trying!",0.0,0.0,en,31511,66192.0,MercuryReports,9254,9422,,[],['GregAbbott_TX'],All Over America
Thu Apr 21 10:16:46 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.3333333333333333,0.6666666666666666,en,31511,,MercuryReports,9254,9422,False,[],['DidierRoustan'],All Over America
Thu Apr 21 09:52:34 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,31511,,MercuryReports,9254,9422,False,[],"['Ecrirelesport', 'Ecrirelesport', 'EditionsPaulsen']",All Over America
Thu Apr 21 09:40:32 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,31511,,MercuryReports,9254,9422,False,[],"['Ecrirelesport', 'Ecrirelesport', 'EditionsPaulsen']",All Over America
Tue Apr 19 10:37:26 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,31511,,MercuryReports,9254,9422,False,[],"['Ecrirelesport', 'Ecrirelesport', 'EditionsPaulsen']",All Over America
Tue Apr 19 10:22:37 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,31511,,MercuryReports,9254,9422,False,[],"['mahopcynthia', 'DDiboma', 'bileglasses']",All Over America
Tue Apr 19 10:15:04 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,31511,,MercuryReports,9254,9422,False,[],"['mahopcynthia', 'DDiboma', 'bileglasses']",All Over America
Mon Apr 18 21:47:43 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,31511,,MercuryReports,9254,9422,False,[],"['mahopcynthia', 'DDiboma', 'bileglasses']",All Over America
Sun Apr 17 23:16:54 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,31511,,MercuryReports,9254,9422,False,[],"['LeJournalDuCoin', 'TCryptomonnaies']",All Over America
Sun Apr 17 20:20:41 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",HE HAS RISEN: Rejoice In all that is life! Remember those No longer with us. Love those you see everyday. Bring com… https://t.co/P8bxThzevS,0.0,0.0,en,31511,1.0,MercuryReports,9254,9422,,[],"['LeJournalDuCoin', 'TCryptomonnaies']",All Over America
Sun Apr 17 20:20:37 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Smiting God: For Passover and Good Friday, New York Times essayist Shalom Auslander wrote about killing a ""Hateful… https://t.co/xCWKsR82ry",0.0,0.0,en,31511,1.0,MercuryReports,9254,9422,,[],"['GaucheMafia', 'SBEN1272']",All Over America
Sun Apr 17 20:17:27 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Big Whites just beating people in the streets in Shanghai https://t.co/XB9MxSvHMy,0.0,0.0,en,31511,3979.0,MercuryReports,9254,9419,False,[],"['GaucheMafia', 'SBEN1272']",All Over America
Sun Apr 17 20:16:08 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","If you’re with your family right now for Easter, and you’re reading this tweet, turn your damn phone off and get ba… https://t.co/Sie8b61BFf",0.0,0.0,en,31511,642.0,MercuryReports,9254,9419,,[],['bwin_France'],All Over America
Sun Apr 17 20:16:01 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","He is not here. For He is risen! 
 
- Matthew 28:16",0.0,0.0,en,31511,1223.0,MercuryReports,9254,9419,,[],['DeriveFigurine'],All Over America
Sun Apr 17 20:15:38 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","At an unlawful #BLM protest in Wilkinsburg, Pittsburgh yesterday, protesters ignored police orders to get off the r… https://t.co/oX96GqChHH",0.0,0.0,en,31511,3208.0,MercuryReports,9254,9419,,"[{'text': 'BLM', 'indices': [30, 34]}]","['FitThemAll', 'FitThemAll']",All Over America
Sun Apr 17 17:02:22 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,31511,,MercuryReports,9254,9419,False,[],"['FitThemAll', 'FitThemAll']",All Over America
Sun Apr 17 17:00:06 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,31511,,MercuryReports,9254,9419,False,[],"['LaSaltyAcademy', 'TechlandGames', 'HyperX']",All Over America
Sun Apr 17 16:58:30 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,31511,,MercuryReports,9254,9419,False,[],"['LaSaltyAcademy', 'TechlandGames', 'HyperX']",All Over America
Sun Apr 17 10:40:03 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,31511,,MercuryReports,9254,9419,False,[],"['LaSaltyAcademy', 'TechlandGames', 'HyperX']",All Over America
Fri Apr 15 00:57:28 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,31511,,MercuryReports,9254,9419,False,"[{'text': 'JoesImaginaryFriend', 'indices': [93, 113]}]",['sim_messier'],All Over America
Fri Apr 15 00:52:28 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,31511,,MercuryReports,9254,9419,False,[],['miliemelo82'],All Over America
Thu Apr 14 21:07:21 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,31511,,MercuryReports,9254,9419,False,[],"['lionel_tlse', 'OdinFinancial']",All Over America
Thu Apr 14 18:30:43 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,31511,,MercuryReports,9254,9419,False,[],"['lionel_tlse', 'OdinFinancial']",All Over America
Thu Apr 14 16:17:00 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,31511,,MercuryReports,9254,9419,False,[],"['BombcryptoFR', 'OlympusGameP2E']",All Over America
Thu Apr 14 08:25:02 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,31511,,MercuryReports,9254,9419,False,[],"['BombcryptoFR', 'OlympusGameP2E']",All Over America
Thu Apr 14 08:12:17 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,31511,,MercuryReports,9254,9419,False,[],"['amonhumbleavis', 'amonhumbleavis']",All Over America
Wed Apr 13 14:40:30 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Texas Governor @GregAbbott_TX carries out his pledge to transport illegal migrants to Washington, DC. The bus pulle… https://t.co/yfgHxHEmTP",0.0,0.0,en,31511,4738.0,MercuryReports,9254,9419,,[],"['amonhumbleavis', 'amonhumbleavis']",All Over America
Wed Apr 13 14:39:41 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,31511,,MercuryReports,9254,9419,False,[],['OGN_EMPIRES'],All Over America
Wed Apr 13 14:29:08 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,31511,,MercuryReports,9254,9419,False,[],['CoupleOfGamer'],All Over America
Wed Apr 13 00:01:15 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,31511,,MercuryReports,9254,9419,False,[],['CareoMikael'],All Over America
Tue Apr 12 23:19:07 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,31511,,MercuryReports,9254,9419,False,"[{'text': 'Facebook', 'indices': [74, 83]}, {'text': 'ElectionFraud', 'indices': [84, 98]}, {'text': 'MarkZuckerberg', 'indices': [99, 114]}]",['ProTeamOpti'],All Over America
Tue Apr 12 23:10:53 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,31511,,MercuryReports,9254,9419,False,[],"['Nejieth', 'Monkeywar_NFT', 'Nejieth', 'Monkeywar_NFT']",All Over America
Tue Apr 12 22:40:56 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,31511,,MercuryReports,9254,9419,False,[],"['Nejieth', 'Monkeywar_NFT', 'Nejieth', 'Monkeywar_NFT']",All Over America
Tue Apr 12 10:06:10 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,31511,,MercuryReports,9254,9419,False,[],"['Nejieth', 'Monkeywar_NFT', 'Nejieth', 'Monkeywar_NFT']",All Over America
Tue Apr 12 06:22:15 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,31511,,MercuryReports,9254,9419,False,[],"['Nejieth', 'Monkeywar_NFT', 'Nejieth', 'Monkeywar_NFT']",All Over America
Tue Apr 12 06:08:55 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,31511,,MercuryReports,9254,9419,False,[],"['rueducommerce', 'msifrance']",All Over America
Tue Apr 12 05:59:28 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,-0.2166666666666666,0.8333333333333334,en,31511,,MercuryReports,9254,9419,False,[],"['rueducommerce', 'msifrance']",All Over America
Tue Apr 12 05:49:43 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,31511,,MercuryReports,9254,9419,False,[],['Loutfik_'],All Over America
Tue Apr 12 05:41:39 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.3571428571428571,en,31511,,MercuryReports,9254,9419,False,[],['bonnes_du'],All Over America
Sun Apr 10 09:57:32 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,31511,,MercuryReports,9254,9419,False,[],['FoxConcours_'],All Over America
